image,type,prompt,ground_truth
generated_images_qutip/Thermal_state_N13_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N13_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N13_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N13_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N13_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N13_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N12_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N12_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N11_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N11_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N10_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N10_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N9_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 9 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N9_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 9 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N8_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 8 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N8_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 8 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N7_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 7 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N7_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 7 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N6_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 6 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N6_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 6 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N5_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 5 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N5_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 5 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N4_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 4 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N4_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 4 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N3_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 3 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N3_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 3 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons1.png,Thermal state,,"This is a thermal state with average number of photons is 1, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons2.png,Thermal state,,"This is a thermal state with average number of photons is 2, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons3.png,Thermal state,,"This is a thermal state with average number of photons is 3, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons4.png,Thermal state,,"This is a thermal state with average number of photons is 4, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons5.png,Thermal state,,"This is a thermal state with average number of photons is 5, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons6.png,Thermal state,,"This is a thermal state with average number of photons is 6, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons7.png,Thermal state,,"This is a thermal state with average number of photons is 7, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Thermal_state_N2_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 2 in the linear space -5 to 5."
generated_images_qutip/Thermal_state_N2_photons8.png,Thermal state,,"This is a thermal state with average number of photons is 8, number of qubits equal to 2 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 20 in the linear space -5 to 5."
